sex,age,edu,marital,ls,trust,nofriend,smoke,alcabuse,wkabint,englang,height,weight,income
MALE,19,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,MOST PEOPLE CAN BE TRUSTED,3,NO,NO,NO,ACTIVE,178,74,<=1K
FEMALE,59,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,7,YES,NO,NO,NONE,156,55,>1K
FEMALE,53,SECONDARY,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,154,62,>1K
FEMALE,50,PRIMARY/NO EDUCATION,MARRIED,MIXED,MOST PEOPLE CAN BE TRUSTED,0,NO,NO,NO,NONE,164,100,<=1K
MALE,51,PRIMARY/NO EDUCATION,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,20,YES,NO,YES,NONE,160,63,<=1K
MALE,22,SECONDARY,SINGLE,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,5,NO,NO,NO,ACTIVE,183,80,>1K
MALE,23,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,20,YES,NO,NO,ACTIVE,172,70,>1K
FEMALE,72,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,IT`S DIFFICULT TO TELL,2,NO,NO,NO,NONE,156,72,>1K
MALE,60,SECONDARY,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,8,YES,NO,NO,NONE,175,90,<=1K
MALE,46,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,YES,NO,NO,NONE,180,73,<=1K
FEMALE,56,PRIMARY/NO EDUCATION,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,5,NO,NO,NO,NONE,165,98,<=1K
MALE,84,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,174,80,>1K
MALE,45,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,YES,NONE,170,95,>1K
FEMALE,74,PRIMARY/NO EDUCATION,DIVORCED,MIXED,MOST PEOPLE CAN BE TRUSTED,6,NO,NO,NO,NONE,163,70,<=1K
MALE,52,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,8,YES,YES,NO,NONE,170,68,>1K
FEMALE,31,POST-SECONDARY OR HIGHER,MARRIED,DELIGHTED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,ACTIVE,160,64,>1K
FEMALE,69,SECONDARY,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,165,66,>1K
FEMALE,86,PRIMARY/NO EDUCATION,DIVORCED,MIXED,MOST PEOPLE CAN BE TRUSTED,3,NO,NO,NO,NONE,162,65,>1K
FEMALE,55,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,160,83,>1K
MALE,51,PRIMARY/NO EDUCATION,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,4,YES,YES,NO,NONE,175,87,>1K
MALE,59,PRIMARY/NO EDUCATION,MARRIED,DELIGHTED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,NONE,176,100,<=1K
FEMALE,26,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,ACTIVE,165,55,>1K
FEMALE,63,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,NONE,162,65,>1K
MALE,51,PRIMARY/NO EDUCATION,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,0,NO,YES,NO,NONE,175,70,<=1K
MALE,63,PRIMARY/NO EDUCATION,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,175,50,<=1K
FEMALE,32,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,5,NO,NO,NO,PASSIVE,175,80,<=1K
FEMALE,53,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,158,90,<=1K
MALE,50,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,180,86,>1K
FEMALE,38,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,PASSIVE,165,52,<=1K
MALE,43,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,YES,YES,NO,NONE,170,75,>1K
MALE,72,SECONDARY,WIDOWED,PLEASED,MOST PEOPLE CAN BE TRUSTED,8,YES,NO,NO,NONE,182,89,>1K
MALE,22,PRIMARY/NO EDUCATION,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,PASSIVE,175,70,<=1K
FEMALE,49,PRIMARY/NO EDUCATION,MARRIED,MOSTLY DISSATISFIED,IT`S DIFFICULT TO TELL,4,NO,NO,NO,NONE,158,50,<=1K
FEMALE,33,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,PASSIVE,160,70,<=1K
FEMALE,79,PRIMARY/NO EDUCATION,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,162,68,>1K
MALE,22,SECONDARY,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,184,76,<=1K
MALE,24,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,IT`S DIFFICULT TO TELL,10,YES,NO,NO,NONE,170,80,>1K
MALE,47,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,10,YES,YES,NO,NONE,174,75,<=1K
FEMALE,58,SECONDARY,DIVORCED,MIXED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,165,54,>1K
FEMALE,29,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,YES,NO,NO,PASSIVE,160,58,>1K
MALE,20,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,YES,NO,ACTIVE,187,105,<=1K
MALE,51,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,YES,NONE,182,95,<=1K
MALE,28,SECONDARY,SINGLE,PLEASED,MOST PEOPLE CAN BE TRUSTED,8,NO,NO,NO,PASSIVE,174,77,<=1K
MALE,22,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,12,NO,NO,NO,ACTIVE,186,77,<=1K
FEMALE,58,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,165,75,>1K
FEMALE,22,SECONDARY,SINGLE,PLEASED,MOST PEOPLE CAN BE TRUSTED,4,NO,NO,NO,ACTIVE,156,46,<=1K
FEMALE,36,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,11,NO,NO,NO,NONE,176,60,>1K
MALE,65,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,0,NO,NO,NO,NONE,175,85,>1K
FEMALE,29,POST-SECONDARY OR HIGHER,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,ACTIVE,165,70,>1K
FEMALE,56,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,IT`S DIFFICULT TO TELL,2,NO,NO,YES,NONE,158,75,<=1K
FEMALE,32,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,7,NO,NO,NO,ACTIVE,156,70,>1K
FEMALE,21,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,ACTIVE,170,60,<=1K
MALE,48,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,NONE,168,80,>1K
MALE,60,POST-SECONDARY OR HIGHER,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,ACTIVE,166,74,>1K
MALE,25,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,ACTIVE,176,68,<=1K
FEMALE,60,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,YES,NONE,160,80,<=1K
FEMALE,20,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,7,NO,NO,NO,NONE,178,65,<=1K
FEMALE,54,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,156,54,<=1K
FEMALE,54,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,165,65,<=1K
FEMALE,27,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,PASSIVE,160,70,<=1K
FEMALE,19,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,ACTIVE,169,57,<=1K
MALE,18,PRIMARY/NO EDUCATION,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,175,62,<=1K
FEMALE,30,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,ACTIVE,176,68,>1K
MALE,48,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,4,YES,NO,NO,NONE,172,70,<=1K
MALE,72,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,6,YES,NO,NO,NONE,168,57,>1K
FEMALE,68,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,6,YES,NO,NO,NONE,154,56,<=1K
FEMALE,45,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,3,YES,NO,NO,NONE,159,61,>1K
MALE,57,SECONDARY,MARRIED,DELIGHTED,ONE CAN`T BE TOO CAREFUL,7,NO,NO,NO,ACTIVE,182,104,>1K
FEMALE,65,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,165,72,>1K
MALE,64,SECONDARY,MARRIED,DELIGHTED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,176,100,>1K
MALE,60,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,181,95,>1K
MALE,68,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,165,90,>1K
MALE,28,POST-SECONDARY OR HIGHER,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,NONE,186,90,<=1K
FEMALE,52,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,156,60,<=1K
FEMALE,55,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,165,72,<=1K
MALE,70,VOCATIONAL/GRAMMAR,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,145,45,<=1K
FEMALE,45,POST-SECONDARY OR HIGHER,DIVORCED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,ACTIVE,160,55,>1K
MALE,46,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,NONE,174,126,>1K
FEMALE,76,PRIMARY/NO EDUCATION,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,158,60,>1K
MALE,26,SECONDARY,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,YES,ACTIVE,175,78,<=1K
FEMALE,64,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,158,64,>1K
MALE,20,VOCATIONAL/GRAMMAR,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,170,62,<=1K
FEMALE,49,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,165,110,<=1K
FEMALE,72,PRIMARY/NO EDUCATION,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,1,NO,NO,NO,NONE,164,63,<=1K
FEMALE,57,PRIMARY/NO EDUCATION,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,5,YES,NO,NO,NONE,162,68,<=1K
MALE,61,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,180,78,>1K
FEMALE,17,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,ACTIVE,162,52,<=1K
FEMALE,70,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,160,68,<=1K
MALE,61,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,PASSIVE,163,105,>1K
MALE,32,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,178,62,<=1K
FEMALE,63,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,NONE,164,65,<=1K
FEMALE,40,VOCATIONAL/GRAMMAR,MARRIED,MIXED,IT`S DIFFICULT TO TELL,2,NO,NO,NO,NONE,165,64,<=1K
MALE,46,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,YES,YES,NO,NONE,176,68,>1K
MALE,64,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,176,82,<=1K
FEMALE,22,SECONDARY,SINGLE,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,15,NO,NO,YES,ACTIVE,172,52,<=1K
MALE,22,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,20,NO,YES,NO,NONE,185,70,>1K
FEMALE,74,SECONDARY,MARRIED,DELIGHTED,MOST PEOPLE CAN BE TRUSTED,3,YES,NO,NO,NONE,165,62,<=1K
MALE,62,VOCATIONAL/GRAMMAR,MARRIED,MIXED,IT`S DIFFICULT TO TELL,2,YES,NO,NO,NONE,176,95,<=1K
MALE,22,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,PASSIVE,163,58,<=1K
MALE,31,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,PASSIVE,187,74,>1K
FEMALE,41,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,164,80,<=1K
MALE,17,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,YES,NO,ACTIVE,196,86,<=1K
MALE,61,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,YES,NO,ACTIVE,175,100,>1K
FEMALE,58,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,162,68,<=1K
MALE,61,SECONDARY,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,NONE,164,70,>1K
FEMALE,58,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,12,NO,NO,NO,NONE,158,68,<=1K
FEMALE,60,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,158,70,<=1K
MALE,52,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,189,100,<=1K
FEMALE,68,POST-SECONDARY OR HIGHER,DIVORCED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,YES,NO,NO,NONE,167,90,>1K
MALE,50,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,2,NO,NO,NO,NONE,173,92,>1K
MALE,57,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,3,YES,YES,NO,NONE,175,100,>1K
FEMALE,52,SECONDARY,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,4,YES,NO,NO,NONE,162,56,>1K
MALE,21,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,YES,PASSIVE,173,70,<=1K
FEMALE,31,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,175,60,>1K
FEMALE,92,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,NONE,160,68,>1K
FEMALE,37,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,PASSIVE,165,62,>1K
MALE,62,POST-SECONDARY OR HIGHER,MARRIED,MIXED,MOST PEOPLE CAN BE TRUSTED,6,NO,YES,NO,PASSIVE,174,80,<=1K
MALE,22,SECONDARY,SINGLE,PLEASED,IT`S DIFFICULT TO TELL,15,YES,YES,NO,ACTIVE,188,76,<=1K
MALE,47,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,NONE,185,70,>1K
MALE,18,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,IT`S DIFFICULT TO TELL,0,YES,YES,NO,NONE,167,58,<=1K
FEMALE,44,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,10,NO,NO,NO,NONE,170,65,<=1K
FEMALE,21,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,YES,NONE,164,50,<=1K
FEMALE,75,POST-SECONDARY OR HIGHER,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,165,84,>1K
MALE,35,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,IT`S DIFFICULT TO TELL,7,YES,NO,NO,NONE,182,92,>1K
FEMALE,82,PRIMARY/NO EDUCATION,WIDOWED,MIXED,IT`S DIFFICULT TO TELL,3,NO,NO,NO,NONE,154,66,>1K
FEMALE,60,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,NONE,162,80,>1K
FEMALE,20,VOCATIONAL/GRAMMAR,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,165,60,<=1K
FEMALE,56,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,158,82,<=1K
FEMALE,59,SECONDARY,WIDOWED,UNHAPPY,ONE CAN`T BE TOO CAREFUL,0,YES,NO,NO,NONE,162,45,>1K
MALE,36,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,7,YES,NO,YES,ACTIVE,180,95,>1K
MALE,47,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,2,YES,NO,NO,NONE,170,80,>1K
FEMALE,54,SECONDARY,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,6,YES,NO,NO,NONE,164,80,>1K
MALE,36,POST-SECONDARY OR HIGHER,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,4,NO,YES,NO,ACTIVE,180,80,<=1K
FEMALE,49,SECONDARY,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,1,NO,NO,NO,NONE,155,60,>1K
FEMALE,64,SECONDARY,WIDOWED,PLEASED,IT`S DIFFICULT TO TELL,5,NO,NO,NO,NONE,164,55,>1K
FEMALE,61,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,5,NO,NO,NO,NONE,160,80,<=1K
MALE,35,PRIMARY/NO EDUCATION,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,25,YES,NO,NO,NONE,190,100,<=1K
FEMALE,61,SECONDARY,WIDOWED,PLEASED,MOST PEOPLE CAN BE TRUSTED,10,NO,NO,NO,NONE,164,70,>1K
FEMALE,83,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,162,66,>1K
FEMALE,21,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,ACTIVE,172,60,>1K
MALE,33,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,ACTIVE,180,85,>1K
MALE,17,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,15,NO,NO,NO,NONE,176,70,<=1K
MALE,52,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,YES,NO,YES,NONE,176,85,>1K
FEMALE,41,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,ACTIVE,166,60,>1K
FEMALE,17,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,ACTIVE,160,48,<=1K
FEMALE,18,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,ACTIVE,167,65,<=1K
FEMALE,41,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,160,60,<=1K
MALE,49,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,178,143,<=1K
MALE,60,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,167,90,>1K
FEMALE,58,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,171,72,<=1K
MALE,49,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,5,NO,NO,NO,NONE,170,87,<=1K
MALE,55,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,170,75,>1K
MALE,68,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,1,NO,NO,NO,NONE,182,140,>1K
FEMALE,19,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,MOST PEOPLE CAN BE TRUSTED,5,NO,NO,NO,ACTIVE,153,56,<=1K
FEMALE,89,SECONDARY,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,160,60,<=1K
FEMALE,50,VOCATIONAL/GRAMMAR,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,158,51,>1K
FEMALE,46,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,PASSIVE,171,67,>1K
FEMALE,56,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,165,60,>1K
FEMALE,82,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,153,58,>1K
FEMALE,74,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,NONE,155,70,>1K
FEMALE,45,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,NONE,165,75,>1K
FEMALE,53,POST-SECONDARY OR HIGHER,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,160,95,>1K
FEMALE,22,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,25,NO,NO,NO,ACTIVE,170,67,<=1K
MALE,68,PRIMARY/NO EDUCATION,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,176,100,<=1K
FEMALE,55,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,165,96,<=1K
MALE,36,VOCATIONAL/GRAMMAR,MARRIED,TERRIBLE,ONE CAN`T BE TOO CAREFUL,1,NO,YES,NO,NONE,182,94,>1K
FEMALE,60,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,176,98,<=1K
FEMALE,19,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,ACTIVE,172,56,<=1K
MALE,33,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,20,YES,NO,NO,PASSIVE,192,90,>1K
FEMALE,35,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,170,65,<=1K
MALE,60,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,178,89,<=1K
FEMALE,51,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,MOST PEOPLE CAN BE TRUSTED,10,YES,NO,NO,NONE,160,100,<=1K
MALE,17,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,12,NO,NO,NO,PASSIVE,190,80,<=1K
FEMALE,68,SECONDARY,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,152,77,<=1K
MALE,53,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,NONE,180,85,>1K
